파일 제목,제목,링크
초조 해소 음악,행복감을 높여 면역력을 강화하는 힐링음악 Healing music reinforcing immune by enhancing happy feeling,https://www.youtube.com/watch?v=0J9UCZaP62M&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[BGM]올라오는 태양공부,독서,작업,집중할 때,힐링음악,기분전환음악,relax,study,game,refreshing,concentrating,healing music",https://www.youtube.com/watch?v=NcoZCYuWs_c&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,마음이 초조하고 급할 때 꼭 생각해볼 것.,https://www.youtube.com/watch?v=wI5BX7p9cAo&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"머리가 맑아지는 치유음악 3시간  힐링음악, 명상음악, 스트레스 해소 음악, 긴장이완음악 (Daisy)",https://www.youtube.com/watch?v=wXl5BzZjbXI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"이명차폐음악 - 스트레스 해소 음악, 알파파 뇌파소리 음악, 이명완화",https://www.youtube.com/watch?v=DCP_FQP0mNc&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,초조하지 않게 사는 법 | 불안 걱정 두려움을 다스리는 금강경의 지혜 | 페이융 | 유노북스 |,https://www.youtube.com/watch?v=dTqDx-hEANM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"기분이 좋아지는 뇌파명상 | 10 Hz 알파파 - 행복호르몬, 세로토닌의 분비 촉진 | 10 Hz EEG - Happy Hormone (Serotonin) Release",https://www.youtube.com/watch?v=UbPApqtymuE&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"4K 마음이 편안해지는 새소리/피아노/힐링음악/스트레스해소, 수면유도음악",https://www.youtube.com/watch?v=HD3yfugzCu4&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"인생과 사업에서 불안함과 초조함을 없애는 방법, 불안감을 없애는 방법, 초조함을 없애는 방법, 왜 자꾸 불안하고 초조해 질까, 바공만, #바공만 #바공연 #바른공간",https://www.youtube.com/watch?v=GFj32EgpB_Y&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"힐링음악 | 아름다운 편안한 음악 | 편안하고 안정적인 뇌파유도- 두뇌의 휴식, 재충전, 스트레스 해소, 알파파힐링 | 스트레스와 불안을 다스리는 명상음악 #푸른하늘​",https://www.youtube.com/watch?v=Ks2Kl_IUjmM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"Calming And Relaxation - 스트레스 해소, 진정 및 휴식을위한 명상 음악-자신을 사랑하세요",https://www.youtube.com/watch?v=fgD26hbB2g8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,추억의 엠씨스퀘어 P6 숙면유도 불안 긴장 초조 완화,https://www.youtube.com/watch?v=Aw5S_Idbzt0&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[BGM]물방울1공부,독서,작업,집중할 때,힐링음악,기분전환음악,relax,study,game,refreshing,concentrating,healing music",https://www.youtube.com/watch?v=J_T4Q25dP4o&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,힐링뮤비●트로트 감성의 카타르시스용 힐링음악.  비가 悲歌 sad song. 대놓고 감상적인 음악. 울고 싶을 땐 차라리 확 울어버리는 게 카타르시스.,https://www.youtube.com/watch?v=vboV-5YhNhI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,분노를 다스리는 힐링 명상 음악 30분,https://www.youtube.com/watch?v=rwpvtPRWV-8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,무서움을 달래주는 밝은 휴식음악,https://www.youtube.com/watch?v=qj8AyTotJVU&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,수면음악●5분내 잠듬(60min) 빗속 대나무숲에서 피리로 연주. Zen healing music by traditional flute in rainy bamboo forest,https://www.youtube.com/watch?v=xZqHeJVWvJI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,심장이 두근두근 불안하고 초조할 때 : 닥터U의 ' 불안증 완치훈련 ',https://www.youtube.com/watch?v=O0s1-qpqLbQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,자기가 우울증인지 알아보는 방법 | 우울증인 사람들이 실제로 하는 생각들,https://www.youtube.com/watch?v=OXepsDU3ENg&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"편안한 수면을 위한 수면유도음악, 몸과 마음 안정 시켜주는 명상음악,잔잔한 피아노 선율로 불면증 치료및 스트레스 감소 힐링음악",https://www.youtube.com/watch?v=fJE7TvuhIPQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,이 노래 들으면 역류성 식도염 걱정 끝! │서재걸 원장이 처방한 PLAYLIST track.10,https://www.youtube.com/watch?v=DjdySLAv3bA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"4K 숲속의 잔잔한 힐링음악 / 휴식음악, 스트레스해소음악, 심신안전음악",https://www.youtube.com/watch?v=ETAiN3BhmuY&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,스트레스 해소 주파수 심신 안정  부정적 감정 치유  3시간 힐링 음악  마음이 편안해지는 주파수  긴장 완화  피로회복  새 소리,https://www.youtube.com/watch?v=WHw5jA5DBe4&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"강아지음악 5- ""강아지 태 교음악 . 새끼 가졌을 때 듣는 차분한  태교 음악""-30분",https://www.youtube.com/watch?v=k5XT9dy-Pc8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"마음과 영혼의 울림, 집중력, 영감, 창의력 상승 | 속세를 벗어나다 (4시간) | 진푸티 종사 힐링 시리즈 #힐링음악 #명상음악",https://www.youtube.com/watch?v=9ZBBl8rhICM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,[𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩] 아침을 부드럽게 시작하는 힐링 음악 l 아직 많이 알려지지 않은 멜로디 모음,https://www.youtube.com/watch?v=GVrsYFPnz3A&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,1분만에 스트레스(stress) 제로 주파수ㅣ1시간 힐링음악ㅣ힐링음악 자연ㅣ잠오는 음악ㅣ잠오는 음악 1시간,https://www.youtube.com/watch?v=z7matVN5LhY&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,밝은 하루를 위한 힐링음악 l 마음이 편안해지는 음악 l 스트레스해소음악 l 명상음악 l 치유음악 l 수면음악 l 산수국 l 산수국꽃,https://www.youtube.com/watch?v=7XBrmwkRZSw&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"5시간 자는 내내 편안한 수면음악,수면유도음악,잠잘때 듣는 음악,잠오는음악,스트레스 해소음악,불면증치료음악,힐링음악,자장가,태교음악,휴식음악,잔잔한 음악,명상음악,감성음악,치유",https://www.youtube.com/watch?v=RbTshtUufng&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,[Playlist]분노조절 잘되는 클래식 음악. 차분함이 필요 할 때,https://www.youtube.com/watch?v=r2b2PyOO2Pw&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,불안 초조 공포 심장질환을 치유하는 심장호흡 심장열기 수행법 시현- 고정환박사(제 437강),https://www.youtube.com/watch?v=E1F-Bycpsho&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"몸과 마음을 안정시키는 잔잔한 피아노 음악, 활력을 불어넣어 주는 아늑한 명상음악, 수면을 도와주는 수면유도 피아노 수면음악, 불면증해소 스트레스완화 우울감감소 힐링 피아노 음악",https://www.youtube.com/watch?v=dO0sd9azun8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[진정시켜주는 치유음악] 말소리만 들려도 짜증이 날 때 - 음악치료,힐링음악",https://www.youtube.com/watch?v=-t4M8gEOCIA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"마음이 편안해지는 힐링음악ㅣ피로회복, 심신안정, 긴장완화, 스트레스해소, 휴식, 새소리, 명상음악, 릴렉스",https://www.youtube.com/watch?v=4Q-xd1UnxGA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,432Hz 스트레스 해소/ 많은 에너지 충전/ 심신 안정/ 알파파도/ Meditation Music,https://www.youtube.com/watch?v=a2wB6R0BOpA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,스트레칭운동할 때 좋은 힐링음악 Healing music for stretching exercise,https://www.youtube.com/watch?v=5qwHGbDmi0I&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[힐링음악] HealingMusic_지친마음을 정리하는 15분 힐링음악 I 휴식시간, 긴장풀기, 퇴근할때",https://www.youtube.com/watch?v=qo2nJP3jGRQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,   반짝이는 바다   ,https://www.youtube.com/watch?v=IrUHnjmMuYA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"꽃향기가 몸과 마음을 치유하는 힐링음악, 불면증을 해소하는 수면음악, 편안한 명상을위한 명상음악, 스트레스 완화와 집중력을 높여주는 피아노음악",https://www.youtube.com/watch?v=eZlrCitynlA&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,나는 왜 쓸데없는 생각을 많이 해서 삶을 피곤하게 하는 걸까? ⵏ 뇌과학,https://www.youtube.com/watch?v=hJ7w2FqPfBI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,아이의 상상력을 자극하는 음악 #창의력  #다양한악기 #상상력증진 Music to inspire a child's creativity,https://www.youtube.com/watch?v=XzX_TnLYqbI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"근심,걱정을 다스리는 뇌파소리 / 3.5Hz 델타파 / (과민/불안/초조/화 완화) The sound of brain waves / 3.5Hz delta wave.",https://www.youtube.com/watch?v=wuIg135l6T8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,맑은 호숫가의 물고기떼들 [힐링음악 / 스트레스해소 / 명상음악] - 1시간,https://www.youtube.com/watch?v=U7TTEOknwsU&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,마음이 편안해지는 음악 playlist 힐링음악ヒーリング音楽連続再生 Healing music       疗愈音乐连续播放 Música curativa,https://www.youtube.com/watch?v=p0IE6xH6LVk&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악," 빨리 잠들기 (저음) - 수면유도 뇌파소리 델타파 1.8Hz 주파수, 꿈 없는 깊은 잠을 위한 바이노럴비트",https://www.youtube.com/watch?v=gC3SWiFx0X8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"최고 아름다운 피아노 멜로디 힐링음악, 편안한 피아노 선율로 아늑한 공간으로 인도하는 명상음악, 수면유도, 불면증 감소, 스트레스 해소, 수면음악, 부드러운 멜로디로 힐링하세요",https://www.youtube.com/watch?v=0xT75EBMaew&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"뇌파진동음악  서브리미널 효과로 뇌파를 자극하는 생활 기능성 치료음악 Vol.3 (바이노럴 비트,뇌파동조,불면증,수면,공부,스트레스...) ♬ 나단뮤직(NadanMusic)",https://www.youtube.com/watch?v=4vF-OKMowBU&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"상큼함을 전하는 레몬같은 피아노 멜로디 힐링 피아노음악, 편안한 피아노 선율로 아늑한 공간으로 인도하는 피아노 명상음악, 몸과 마음을 달래주고 스트레스해소 불면증 감소 수면유도음악",https://www.youtube.com/watch?v=xAxLJBIj8kU&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"111Hz│11Hz│깊은 수면을 위한 치유 음악│수면유도음악 | 공황장애, 불안장애 치유│수면 주파수│잠잘때 듣는 음악│자면서 들으면 행운이 생기게 해주는 영상│잠이 잘 오는 음악",https://www.youtube.com/watch?v=j8Qzm2yRY1M&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,사운드테라피 | 852Hz 솔페지오 주파수 I 분노 가라앉히는 음악 I 1시간 힐링음악 I 뮤리프 I MULIEF,https://www.youtube.com/watch?v=6Mgfauf1hKM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"4K  바다의  힐링음악 / 수면유도음악, 스트레스해소음악, 휴식음악",https://www.youtube.com/watch?v=kwc9K7Y2c9U&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"편안한 수면을 위한 수면유도음악, 몸과 마음 안정 시켜주는 명상음악,잔잔한 피아노 선율로 불면증 치료및 스트레스 감소 힐링음악",https://www.youtube.com/watch?v=tEa6L7ovS78&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"강아지음악 1 - ""스트레스 풀어주는 재미있는 강아지 음악""- 60분.",https://www.youtube.com/watch?v=Z1Eki8_pwfE&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"힐링음악 | 아름다운 편안한 음악 | 편안하고 안정적인 뇌파유도- 두뇌의 휴식, 재충전, 스트레스 해소, 알파파힐링 |스트레스와 불안을 다스리는 명상음악  #푸른하늘 Part.04",https://www.youtube.com/watch?v=KGl2kR3QhPQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,소리지르는아이를 위로하는 편안한 음악정서적 안정을 찾아주는 힐링음악,https://www.youtube.com/watch?v=EncxoXf0eU0&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[주파수] 고민, 걱정 사라지는 스트레스 해소용 주파수 음악 15분",https://www.youtube.com/watch?v=Tph82yzbvZ0&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,기분 좋은 수면을 도와주는 수면유도 잔잔한 피아노 음악 명상 집중 곰부에 도움이 되는 아늑한 힐링 피아노 멜로디,https://www.youtube.com/watch?v=XMj17Dpufd8&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"잔잔한 수면을 위한 수면유도 수면음악, 편안한 명상으로 초대하는 명상음악, 스트레스감소 불면증해소 힐링음악, 부드러운 피아노 선율에 몸과 마음을 치유하세요",https://www.youtube.com/watch?v=YmqGkZ48JtU&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[528Hz] 잘때 들으면 우울증, 무기력증, 공황장애가 치유되는 심리치유음악",https://www.youtube.com/watch?v=Eb1qozeDf_4&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,불안&초조의 해소법,https://www.youtube.com/watch?v=2dvX5j9FzTM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,편안한 개 음악 2 시간! 불안을 예방하는 곡!,https://www.youtube.com/watch?v=tOedSfQVgto&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"공황장애, 불안장애를 멈추는 6가지 방법",https://www.youtube.com/watch?v=HS2YoiDH17Y&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"강아지,고양이가 좋아하는 클래식 음악/수면유도/스트레스/분리불안 해소 (하루2~3시간) / Basic music for the comfort of cats and dogs",https://www.youtube.com/watch?v=eV1KRm62xT0&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,스트레스 해소 주파수│부정적 에너지 정화│불안을 줄이고 마음이 편안해지는 음악│행운을 끌어오는 신비한 명상음악│만병기치료│Stress Relief Frequency│,https://www.youtube.com/watch?v=tuFtHx0rNeo&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[광고없음, 1분 검은화면] 세포 활성화의 명상 수면 음악 8시간 아침명상클래식, 공부집중잘되는음악. 스트레스해소명상음악, 긴장풀어주는음악, 힐링음악, 아침명상음악, 힐링명상음악",https://www.youtube.com/watch?v=E5RvhKzTDbc&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,#노래가몸과건강 #음악은창의력 #감성지능높임 #심신치유,https://www.youtube.com/watch?v=AHCPoeQCHRI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"불안초조 잠재우는 힐링 요가, 초보자도 가능한 쉬운 요가/명상 by Yoga Loft",https://www.youtube.com/watch?v=VJde2q12Dhw&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,흥분 가라앉히기 좋은 ☆서정적분위기음악☆듣기,https://www.youtube.com/watch?v=GjihhVt6Rws&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,명상음악 / 지친마음을 달래주는 음악/MEDITATION,https://www.youtube.com/watch?v=8ygWtiqhYFQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"주의력 결핍,과잉 행동 장애를 진정시키는 주파수 힐링 음악ㅣ주의력 향상ㅣ스트레스 감소ㅣ정확성 향상ㅣFrequency healing music for ADD / ADHD",https://www.youtube.com/watch?v=KsnmaFMj8NI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,스트레스 해소 주파수/심신안정/부정적 감정 치유/6시간 힐링 음악/마음이 편안해지는 주파수/ 긴장 완화 / 피로 회복/ 수면,https://www.youtube.com/watch?v=4EqET62JWQY&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,528Hz DNA 치유 주파수 / 사랑과 치유의 주파수 / 각성의 주파수 / 7시간 / 검은화면(1시간 뒤) #주파수 #치유 #528 #DNA #각성 #명상 #수면 #스트레스해소,https://www.youtube.com/watch?v=kN6yQMXPIfQ&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"스트레스 뇌파 30% 감소, 면역력 증진 치유음악 Music Therapy ",https://www.youtube.com/watch?v=MuTgENUS-vo&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"아늑한 명상을 돕는 힐링 피아노 명상음악, 잔잔한 피아노 선율로 수면과 불면증 해소하는 수면유도 수면음악, 평온한 몸과 마음을 갖도록 도와주는 활력소 미아노 음악,",https://www.youtube.com/watch?v=AtiOFaPMwKE&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,힘들고 화날 때 혼자 스트레스 해소하기 좋은 음악 모음 1시간ver.,https://www.youtube.com/watch?v=d4SCUQD9HUw&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,[검은화면] 긴장푸는음악 | 불안장애 음악 | 과호흡 | 두근거림 | 공황장애,https://www.youtube.com/watch?v=1fiiedOywPk&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,감성음악●Healing JAZZ club (60min). 힐링재즈클럽. Ultimate calming Jazz tuned in 432HZ 힐링주파수로 조정한 힐링재즈명곡들.,https://www.youtube.com/watch?v=CSZkMK1z_QI&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"3시간 피아노 음악으로 지친 몸과 마음을 힐링하세요 [힐링음악, 스트레스해소 음악, 마인드컨트롤, 명상음악]",https://www.youtube.com/watch?v=NtNDQbLlKj0&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"불안 초조한 마음을 치유해주는 수면유도음악 치유음악, 불면증해소, 잠잘때 듣는 음악, 힐링음악 | 5분뒤 화면꺼짐 【BGM】",https://www.youtube.com/watch?v=plQvqZyaS0g&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,[이론편] 불안이 흔한 성격이 따로있다?! 불안장애 명의가 알려주는 불안장애의 모든 것 I 정신건강의학과 오강섭 교수,https://www.youtube.com/watch?v=9XyqXf3kNMM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"[Playlist]화날떄&스트레스 받을때 듣는 음악, 심신안정(Relaxing Music)",https://www.youtube.com/watch?v=5xH_aocliOM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"피곤하면 쉬세요  불안 장애, 공포, 우울증에 대한 치유 음악",https://www.youtube.com/watch?v=s9c_qGm5JiM&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,4K '불안한 마음이 사라지는. 자연 속 명상음악',https://www.youtube.com/watch?v=-4VBRVZyE3o&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"부정적인 생각을 버리는 명상 음악   [마음 비우기 ,스트레스 해소 , 마음 다스리기 , 생각정리 Meditation",https://www.youtube.com/watch?v=nUM7qEH7pSc&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악," 잠 못 드는 밤, 20분 안에 잠들지 못하는 당신을 위한 360VR 불면증 치유 가이드 Ep.1 for SOL, PSA 개선 목적 (※ VR 기반 최신 수면 연구 문헌 참고)",https://www.youtube.com/watch?v=JzCOT2yE-9w&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,"백합꽃들이 편안한 안식처로 인도하는 수면유도음악, 평온하게 잔잔한 공간으로 초대하는 명상음악, 아늑한 손길이 느껴지는 치유의 힘 힐링음악, 우울증 불안 스트레스 불면증감소 치유음악",https://www.youtube.com/watch?v=5xIWWE8QPr4&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
초조 해소 음악,고민타파 해주는 정말 아름다운 피아노 음악 당신의 마음을 따뜻하게 감싸 안아주는 포근한 피아노 멜로디,https://www.youtube.com/watch?v=ptwzQ8NRdSE&pp=ygUU7LSI7KGwIO2VtOyGjCDsnYzslYU%3D
